Name,Price,Kilometers,Fuel
2023 BMW 3 Series Gran Limousine 330Li M Sport [2023],Rs. 52 Lakh,"13,039",Petrol
2018 Toyota Corolla Altis G Petrol,Rs. 7.1 Lakh,"1,10,104 ",Petrol
2017 Toyota Camry Hybrid,Rs. 11.6 Lakh,"96,227",Petrol
2017 Jeep Compass Limited 2.0 Diesel [2017-2020],Rs. 6.75 Lakh,"72,910",Diesel
2015 Honda Amaze 1.2 S i-VTEC,Rs. 2.75 Lakh,"86,230",Petrol
2024 Mahindra Thar LX Hard Top Petrol AT,Rs. 13.71 Lakh,"7,880",Petrol
2017 Hyundai Tucson GL 2WD AT Petrol,Rs. 9.5 Lakh,"38,213",Petrol
2019 Mercedes-Benz CLA 200 Petrol Sport,Rs. 25 Lakh,"39,000",Petrol
2025 Rolls-Royce Cullinan SUV,Rs. 13.75 Crore,500,Petrol
2017 Ford Ecosport Titanium 1.5L TDCi,Rs. 5.25 Lakh,"62,680",Diesel
2025 BMW X7 xDrive40i M Sport,Rs. 1.25 Crore,"8,000",Mild Hybrid(Electric + Petrol)
2018 Ford Endeavour Trend 2.2 4x2 AT,Rs. 17.25 Lakh,"85,712",Diesel
2019 Toyota Corolla Altis VL AT Petrol,Rs. 11.49 Lakh,"62,100",Petrol
2018 Jeep Compass Longitude 2.0 Diesel [2017-2020],Rs. 7.75 Lakh,"71,000",Diesel
2023 Rolls-Royce Ghost Petrol,Rs. 9 Crore,"2,900",Petrol
2024 Mercedes-Benz GLE 450 4MATIC LWB [2020-2023],Rs. 95 Lakh,"7,000",Petrol
2017 Ford Ecosport Titanium 1.5L Ti-VCT AT,Rs. 5.25 Lakh,"67,000",Petrol
2020 Rolls-Royce Phantom EWB,Rs. 10 Crore,"16,000",Petrol
2018 Honda CR-V 2.0L 2WD AT,Rs. 9.85 Lakh,"1,37,805 ",Petrol
2017 Mercedes-Benz E-Class E 250 CDI Edition E,Rs. 15.5 Lakh,"83,000",Diesel
2020 BMW 6-Series GT 620d Luxury Line [2019-2019],Rs. 31.5 Lakh,"70,000",Diesel
2023 Mercedes-Benz E-Class E 200,Rs. 62.5 Lakh,"23,000",Petrol
2022 Tata Safari XZA Plus,Rs. 15.99 Lakh,"59,000",Diesel
2025 Mahindra Thar Roxx AX5 L Diesel AT 2WD,Rs. 19.7 Lakh,"20,000",Diesel
2024 Lexus LX 600,Rs. 3.27 Crore,"6,000",Petrol
2016 Jaguar XF 3.0 V6 Premium Luxury,Rs. 12.5 Lakh,"80,000",Diesel
2024 Toyota Land Cruiser ZX Petrol,Rs. 2.62 Crore,200,Petrol
2023 Volvo XC40 B4 Ultimate [2022-2023],Rs. 31.25 Lakh,"29,000",Mild Hybrid(Electric + Petrol)
2024 BMW X7 xDrive40d M Sport [2023],Rs. 1.11 Crore,"21,800",Mild Hybrid (Electric + Diesel)
2022 Kia Carens Luxury Plus 1.4 Petrol DCT 6 STR,Rs. 14.5 Lakh,"42,000",Petrol
2018 Audi A4 30 TFSI Premium Plus,Rs. 19.25 Lakh,"42,000",Petrol
2022 Mercedes-Benz A-Class Limousine 200,Rs. 33 Lakh,"13,000",Petrol
2022 Mahindra Scorpio Z8 L Petrol AT 7 STR [2022],Rs. 17.4 Lakh,"25,500",Petrol
2015 Maruti Suzuki Ciaz VXi+,Rs. 4.3 Lakh,"60,625",Petrol
2019 Hyundai Venue S 1.0 Turbo DCT,Rs. 6.75 Lakh,"78,212",Petrol
2016 Hyundai Creta 1.6 SX Plus Petrol,Rs. 5.9 Lakh,"81,723",Petrol
2022 Mahindra XUV700 AX 7 Petrol AT Luxury Pack 7 STR [2021],Rs. 19.75 Lakh,"16,000",Petrol
2018 Audi A6 35 TFSI,Rs. 24.9 Lakh,"50,000",Petrol
2016 Mercedes-Benz CLA 200 Petrol Sport,Rs. 15.9 Lakh,"27,000",Petrol
2017 Maruti Suzuki Swift Lxi ABS [2014-2017],Rs. 3.59 Lakh,"44,757",Petrol
2017 Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],Rs. 6.95 Lakh,"71,000",Diesel
2020 Mercedes-Benz GLC 200 Progressive [2019-2021],Rs. 39 Lakh,"32,000",Petrol
2022 Mercedes-Benz GLS 400d 4MATIC [2020-2023],Rs. 84.5 Lakh,"26,000",Diesel
2016 Mercedes-Benz S-Class Maybach S 500,Rs. 55 Lakh,"65,000",Petrol
2017 Volvo XC90 D5 Momentum,Rs. 19.49 Lakh,"95,253",Diesel
2021 Jeep Wrangler Unlimited 4x4 Petrol,Rs. 44.99 Lakh,"17,965",Petrol
2016 Mercedes-Benz E-Class E 250 CDI Edition E,Rs. 15.49 Lakh,"98,000",Diesel
2014 Mini Countryman 1.6 S,Rs. 13.99 Lakh,"71,000",Petrol
2017 Ford Endeavour Titanium 3.2 4x4 AT,Rs. 33.99 Lakh,"40,000",Diesel
2022 Mahindra Thar LX Convertible Top Diesel AT 4WD,Rs. 13.25 Lakh,"34,000",Diesel
2019 Audi A4 35 TDI Premium Plus,Rs. 18.8 Lakh,"22,000",Diesel
2019 Hyundai Tucson GL (O) 2WD AT Petrol,Rs. 14.25 Lakh,"43,000",Petrol
2020 Kia Carnival Prestige 7 STR,Rs. 22.5 Lakh,"51,000",Diesel
2017 Volvo XC90 D5 Momentum,Rs. 19.49 Lakh,"95,253",Diesel
2021 Jeep Wrangler Unlimited 4x4 Petrol,Rs. 44.99 Lakh,"17,965",Petrol
2023 Mercedes-Benz E-Class E 200,Rs. 62.5 Lakh,"23,000",Petrol
2022 Tata Safari XZA Plus,Rs. 15.99 Lakh,"59,000",Diesel
2025 Mahindra Thar Roxx AX5 L Diesel AT 2WD,Rs. 19.7 Lakh,"20,000",Diesel
2016 Mercedes-Benz E-Class E 250 CDI Edition E,Rs. 15.49 Lakh,"98,000",Diesel
2014 Mini Countryman 1.6 S,Rs. 13.99 Lakh,"71,000",Petrol
2017 Ford Endeavour Titanium 3.2 4x4 AT,Rs. 33.99 Lakh,"40,000",Diesel
2024 Lexus LX 600,Rs. 3.27 Crore,"6,000",Petrol
2016 Jaguar XF 3.0 V6 Premium Luxury,Rs. 12.5 Lakh,"80,000",Diesel
2024 Toyota Land Cruiser ZX Petrol,Rs. 2.62 Crore,200,Petrol
2023 Volvo XC40 B4 Ultimate [2022-2023],Rs. 31.25 Lakh,"29,000",Mild Hybrid(Electric + Petrol)
2024 BMW X7 xDrive40d M Sport [2023],Rs. 1.11 Crore,"21,800",Mild Hybrid (Electric + Diesel)
2022 Kia Carens Luxury Plus 1.4 Petrol DCT 6 STR,Rs. 14.5 Lakh,"42,000",Petrol
2018 Audi A4 30 TFSI Premium Plus,Rs. 19.25 Lakh,"42,000",Petrol
2024 Audi Q5 Technology 45 TFSI [2021-2024],Rs. 58 Lakh,"7,000",Petrol
2024 Mahindra Thar Roxx AX5 L Diesel AT 4WD,Rs. 20.5 Lakh,"26,000",Diesel
2020 BMW X4 xDrive20d M Sport X [2019-2020],Rs. 35.75 Lakh,"55,000",Diesel
2021 Mahindra Thar LX Hard Top Petrol AT,Rs. 10.9 Lakh,"21,000",Petrol
2023 Lexus LX 500d with Ash Open Pore Sumi Black Trim,Rs. 2.75 Crore,"13,000",Diesel
2015 Mini Convertible 1.6,Rs. 23.75 Lakh,"45,000",Petrol
2013 Mercedes-Benz M-Class ML 250 CDI,Rs. 12.5 Lakh,"1,19,000 ",Diesel
2019 Volvo S90 D4 Inscription,Rs. 25.75 Lakh,"47,000",Diesel
2016 Audi A6 35 TFSI,Rs. 17.5 Lakh,"59,000",Petrol
2017 BMW 5-Series 520d M Sport,Rs. 17.95 Lakh,"47,000",Diesel
2022 Kia Carnival Limousine 7 STR,Rs. 28 Lakh,"60,000",Diesel
2019 Bentley Continental GT Coupe,Rs. 1.35 Crore,"25,000",Petrol
2023 BMW X7 xDrive40i M Sport (Petrol),Rs. 1.02 Crore,"17,000",Petrol
2021 Hyundai Tucson GL 2WD AT Petrol,Rs. 14.75 Lakh,"65,000",Petrol
2022 MG Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,Rs. 27.5 Lakh,"40,000",Diesel
2025 Toyota Innova Hycross VX (O) Hybrid 7 STR,Rs. 37 Lakh,"2,500",Hybrid (Electric + Petrol)
2023 Toyota Innova Crysta 2.4 GX 7 STR,Rs. 19.65 Lakh,"28,000",Diesel
2023 Mahindra XUV700 AX 5 Diesel AT 7 STR [2021],Rs. 18.9 Lakh,"42,000",Diesel
2017 Land Rover Discovery Sport HSE Petrol,Rs. 22.75 Lakh,"47,000",Petrol
2014 Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],Rs. 2.99 Lakh,"37,733",Petrol
2022 Mercedes-Benz A-Class Limousine 200,Rs. 33 Lakh,"13,000",Petrol
2022 Mahindra Scorpio Z8 L Petrol AT 7 STR [2022],Rs. 17.4 Lakh,"25,500",Petrol
2015 Maruti Suzuki Ciaz VXi+,Rs. 4.3 Lakh,"60,625",Petrol
2019 Hyundai Venue S 1.0 Turbo DCT,Rs. 6.75 Lakh,"78,212",Petrol
2016 Hyundai Creta 1.6 SX Plus Petrol,Rs. 5.9 Lakh,"81,723",Petrol
2022 Mahindra XUV700 AX 7 Petrol AT Luxury Pack 7 STR [2021],Rs. 19.75 Lakh,"16,000",Petrol
2018 Audi A6 35 TFSI,Rs. 24.9 Lakh,"50,000",Petrol
2016 Mercedes-Benz CLA 200 Petrol Sport,Rs. 15.9 Lakh,"27,000",Petrol
2017 Maruti Suzuki Swift Lxi ABS [2014-2017],Rs. 3.59 Lakh,"44,757",Petrol
2017 Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],Rs. 6.95 Lakh,"71,000",Diesel
2020 Mercedes-Benz GLC 200 Progressive [2019-2021],Rs. 39 Lakh,"32,000",Petrol
2022 Mercedes-Benz GLS 400d 4MATIC [2020-2023],Rs. 84.5 Lakh,"26,000",Diesel
2024 Audi Q5 Technology 45 TFSI [2021-2024],Rs. 58 Lakh,"7,000",Petrol
2024 Mahindra Thar Roxx AX5 L Diesel AT 4WD,Rs. 20.5 Lakh,"26,000",Diesel
2016 Mercedes-Benz CLA 200 Petrol Sport,Rs. 15.9 Lakh,"27,000",Petrol
2015 Maruti Suzuki Ciaz VXi+,Rs. 4.3 Lakh,"60,625",Petrol
2019 Hyundai Venue S 1.0 Turbo DCT,Rs. 6.75 Lakh,"78,212",Petrol
2016 Hyundai Creta 1.6 SX Plus Petrol,Rs. 5.9 Lakh,"81,723",Petrol
2022 Mahindra XUV700 AX 7 Petrol AT Luxury Pack 7 STR [2021],Rs. 19.75 Lakh,"16,000",Petrol
2018 Audi A6 35 TFSI,Rs. 24.9 Lakh,"50,000",Petrol
2022 Mahindra Scorpio Z8 L Petrol AT 7 STR [2022],Rs. 17.4 Lakh,"25,500",Petrol
2020 BMW X4 xDrive20d M Sport X [2019-2020],Rs. 35.75 Lakh,"55,000",Diesel
2021 Mahindra Thar LX Hard Top Petrol AT,Rs. 10.9 Lakh,"21,000",Petrol
2023 Lexus LX 500d with Ash Open Pore Sumi Black Trim,Rs. 2.75 Crore,"13,000",Diesel
2015 Mini Convertible 1.6,Rs. 23.75 Lakh,"45,000",Petrol
2013 Mercedes-Benz M-Class ML 250 CDI,Rs. 12.5 Lakh,"1,19,000 ",Diesel
2019 Volvo S90 D4 Inscription,Rs. 25.75 Lakh,"47,000",Diesel
2016 Audi A6 35 TFSI,Rs. 17.5 Lakh,"59,000",Petrol
2017 BMW 5-Series 520d M Sport,Rs. 17.95 Lakh,"47,000",Diesel
2022 Kia Carnival Limousine 7 STR,Rs. 28 Lakh,"60,000",Diesel
2019 Bentley Continental GT Coupe,Rs. 1.35 Crore,"25,000",Petrol
2023 BMW X7 xDrive40i M Sport (Petrol),Rs. 1.02 Crore,"17,000",Petrol
2021 Mahindra XUV500 W11,Rs. 11.5 Lakh,"50,000",Diesel
2017 Maruti Suzuki Swift VXi,Rs. 3.76 Lakh,"65,641",Petrol
2022 Toyota Innova Crysta GX 2.4 7 STR,Rs. 20.95 Lakh,"27,000",Diesel
2022 Volkswagen Taigun Topline 1.0 TSI MT,Rs. 10.99 Lakh,"40,000",Petrol
2018 Toyota Corolla Altis VL AT Petrol,Rs. 9.5 Lakh,"62,000",Petrol
2019 Hyundai Elite i20 Sportz 1.2 (O),Rs. 4.99 Lakh,"62,000",Petrol
2016 Toyota Corolla Altis G AT Petrol,Rs. 6.95 Lakh,"70,000",Petrol
2022 Hyundai Creta EX 1.5 Petrol [2020-2022],Rs. 9.25 Lakh,"25,000",Petrol
2019 BMW 6-Series GT 630d Luxury Line [2018-2019],Rs. 32 Lakh,"68,000",Diesel
2020 BMW 6-Series GT 630i Luxury Line,Rs. 38.49 Lakh,"38,000",Petrol
2017 Mahindra XUV500 W6,Rs. 5.95 Lakh,"75,000",Diesel
2021 Maruti Suzuki Baleno Sigma 1.2,Rs. 4.95 Lakh,"10,000",Petrol
2018 BMW 5-Series 530i Sport Line,Rs. 30 Lakh,"34,000",Petrol
2023 Jeep Meridian Limited (O) 4X2 AT [2022],Rs. 24 Lakh,"17,000",Diesel
2017 Maruti Suzuki Baleno Zeta 1.2 AT,Rs. 4.9 Lakh,"69,723",Petrol
2023 Land Rover Discovery Sport SE R-Dynamic Petrol [2023-2024],Rs. 52 Lakh,"31,039",Mild Hybrid(Electric + Petrol)
2021 Mercedes-Benz GLE 300d 4MATIC LWB [2020-2023],Rs. 58 Lakh,"40,000",Diesel
2018 BMW 5-Series 530d M Sport [2017-2019],Rs. 32 Lakh,"45,000",Diesel
2021 Hyundai Grand i10 NIOS Magna AMT 1.2 Kappa VTVT,Rs. 5.9 Lakh,"48,203",Petrol
2022 MG Astor Savvy 1.5 CVT [2021-2023],Rs. 10.5 Lakh,"24,845",Petrol
2023 Audi Q3 40 TFSI Premium Plus,Rs. 33.75 Lakh,"9,500",Petrol
2022 Mahindra XUV700 AX 7 Petrol AT Luxury Pack 7 STR [2021],Rs. 19.9 Lakh,"36,474",Petrol
2021 Hyundai Creta E 1.5 Diesel [2020-2022],Rs. 10.45 Lakh,"42,454",Diesel
2020 Audi A6 Premium Plus 45 TFSI [2019-2024],Rs. 31.9 Lakh,"48,000",Petrol
2020 Mahindra XUV300 W8 (O) 1.5 Diesel [2020],Rs. 9 Lakh,"61,969",Diesel
2014 Mercedes-Benz GLA 200 CDI Sport,Rs. 19.25 Lakh,"56,000",Diesel
2023 Maruti Suzuki Grand Vitara Alpha Plus Intelligent Hybrid e-CVT,Rs. 18.75 Lakh,"26,400",Hybrid (Electric + Petrol)
2018 Ford Ecosport Titanium 1.5L TDCi,Rs. 8.35 Lakh,"62,497",Diesel
2017 Mercedes-Benz GLE 250 d,Rs. 30 Lakh,"90,000",Diesel
2017 Toyota Innova Crysta 2.4 GX 8 STR [2016-2020],Rs. 13.5 Lakh,"1,34,900 ",Diesel
2019 Lexus LS 500h Ultra Luxury [2018-2020],Rs. 1.45 Crore,"6,000",Hybrid (Electric + Petrol)
2017 Audi A6 35 TDI Matrix,Rs. 20 Lakh,"61,335",Diesel
2020 Maruti Suzuki DZire ZXi AGS [2020-2023],Rs. 5.7 Lakh,"72,579",Petrol
2023 Hyundai Verna SX (O) 1.5 Turbo Petrol DCT,Rs. 13.95 Lakh,"19,955",Petrol
2023 Mahindra Thar LX Hard Top Petrol AT,Rs. 13.45 Lakh,"45,394",Petrol
2022 MG Hector Plus Sharp 1.5 Petrol Turbo Hybrid MT 6-STR,Rs. 13.5 Lakh,"79,839",Hybrid (Electric + Petrol)
2021 MG Hector Plus Sharp 1.5 Petrol Turbo Hybrid MT 6-STR,Rs. 13.5 Lakh,"36,345",Hybrid (Electric + Petrol)
2022 Maruti Suzuki Grand Vitara Alpha Smart Hybrid AT Dual Tone [2023-2025],Rs. 14.5 Lakh,"27,000",Petrol
2021 Maruti Suzuki DZire ZXi Plus AMT,Rs. 5.99 Lakh,"72,000",Petrol
2023 Hyundai Verna SX 1.5 Turbo Petrol DCT,Rs. 13.95 Lakh,"19,000",Petrol
2023 Mahindra Thar LX Hard Top Petrol AT RWD,Rs. 13.45 Lakh,"40,000",Petrol
2023 Hyundai Verna SX (O) 1.5 Turbo Petrol DCT,Rs. 13.95 Lakh,"19,800",Petrol
2024 Mahindra XUV700 AX7 Luxury Pack 2WD Diesel 2.2L Turbo Automatic 7 STR,Rs. 23.95 Lakh,"25,000",Diesel
2022 Hyundai Verna SX (O) 1.0 Turbo DCT,Rs. 12.5 Lakh,"31,000",Petrol
2019 BMW X1 sDrive20d xLine,Rs. 28.5 Lakh,"61,355",Diesel
2021 Mahindra Thar LX Hard Top Diesel MT 4WD,Rs. 13 Lakh,"19,456",Diesel
2022 Mahindra Thar LX Hard Top Diesel MT 4WD,Rs. 14.5 Lakh,"54,300",Diesel
2023 Mahindra Thar LX Hard Top Diesel MT 4WD,Rs. 16 Lakh,"50,600",Diesel
2020 Volkswagen Polo Highline Plus 1.0L TSI AT,Rs. 9 Lakh,"32,952",Petrol
2018 BMW X1 sDrive20d M Sport,Rs. 27 Lakh,"79,607",Diesel
2016 BMW X1 sDrive20d xLine,Rs. 19.5 Lakh,"67,642",Diesel
2022 Mahindra Thar LX Hard Top Diesel MT 4WD,Rs. 15.5 Lakh,"33,800",Diesel
2022 Mahindra Thar LX Hard Top Diesel MT 4WD,Rs. 15 Lakh,"35,600",Diesel
2021 Kia Seltos HTK Plus 1.5 [2019-2020],Rs. 8.95 Lakh,"61,000",Petrol
2016 Volkswagen Polo GT TSI,Rs. 7 Lakh,"39,216",Petrol
2022 Mahindra XUV700 AX 7 Diesel AT 7 STR [2023-2024],Rs. 22.99 Lakh,"62,058",Diesel
2024 Kia Sonet HTX 1.5 Diesel AT [2024-2025],Rs. 14 Lakh,"28,946",Diesel
2023 MG Astor Sharp 1.5 CVT Old Generation [2021-2023],Rs. 13 Lakh,"36,206",Petrol
2022 MG Astor Savvy 1.3 Turbo AT S Red [2021-2023],Rs. 13 Lakh,"28,238",Petrol
2022 MG Astor Sharp 1.5 CVT Old Generation [2021-2023],Rs. 13 Lakh,"19,616",Petrol
2019 Hyundai Creta SX 1.6 Petrol,Rs. 8.6 Lakh,"76,620",Petrol
2017 Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],Rs. 17.89 Lakh,"55,832",Diesel
2021 MG Hector Plus Select 2.0 Diesel Turbo MT 7-STR,Rs. 14 Lakh,"73,623",Diesel
2017 Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,Rs. 4.5 Lakh,"84,845",Petrol
2021 Honda City ZX CVT Petrol [2017-2019],Rs. 11.95 Lakh,"31,449",Petrol
2020 Volkswagen Tiguan AllSpace 2.0 TSI,Rs. 18.95 Lakh,"67,216",Petrol
2016 Maruti Suzuki Baleno Zeta 1.2 AT,Rs. 5.5 Lakh,"65,369",Petrol
2022 Volkswagen Polo 1.0 GT TSI,Rs. 10.5 Lakh,"65,576",Petrol
2020 Toyota Innova Crysta 2.4 ZX AT 7 STR,Rs. 23.95 Lakh,"85,996",Diesel
2024 Mercedes-Benz GLA 200 [2021-2023],Rs. 41.26 Lakh,"5,500",Petrol
2021 Mercedes-Benz E-Class E 200,Rs. 40 Lakh,"56,600",Petrol
2018 Tata Tiago Revotron XZ,Rs. 4.01 Lakh,"41,699",Petrol
2016 Hyundai Creta 1.6 SX Plus Petrol,Rs. 7.45 Lakh,"69,532",Petrol
2024 Maruti Suzuki Swift ZXi Plus Dual Tone [2021-2023],Rs. 7.28 Lakh,"34,330",Petrol
2023 Maruti Suzuki Grand Vitara Alpha Smart Hybrid AT [2022-2023],Rs. 19 Lakh,"26,000",Petrol
2020 Tata Tiago Revotron XT [2016-2019],Rs. 4.13 Lakh,"58,434",Petrol
2019 Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],Rs. 53 Lakh,"13,000",Diesel
2018 BMW X5 xDrive 30d Expedition,Rs. 42 Lakh,"79,000",Diesel
2018 Toyota Fortuner 2.8 4x2 AT [2016-2020],Rs. 35 Lakh,"89,000",Diesel
2017 Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Rs. 19 Lakh,"1,33,000 ",Diesel
2023 BMW X3 xDrive20d M Sport,Rs. 61 Lakh,"51,000",Diesel
2022 Citroen C5 Shine Dual Tone,Rs. 26 Lakh,"90,000",Diesel
2022 Tata Nexon EV XZ Plus Dark Edition,Rs. 13 Lakh,"35,000",Electric
2021 Citroen C5 Shine Dual Tone,Rs. 25 Lakh,"55,000",Diesel
2019 Mercedes-Benz GLS 350 d,Rs. 65 Lakh,"82,000",Diesel
2017 BMW 5-Series 520d M Sport,Rs. 33 Lakh,"76,000",Diesel
2018 Volvo XC40 Inscription,Rs. 24.5 Lakh,"76,000",Diesel
2024 MG Windsor EV Essence,Rs. 14.7 Lakh,"25,630",Electric
2019 Volvo XC90 D5 AWD,Rs. 41 Lakh,"1,43,790 ",Diesel
2022 Mahindra Thar LX Hard Top Diesel MT 4WD,Rs. 14.5 Lakh,"54,300",Diesel
2023 Mahindra Thar LX Hard Top Diesel MT 4WD,Rs. 16 Lakh,"50,600",Diesel
2020 Volkswagen Polo Highline Plus 1.0L TSI AT,Rs. 9 Lakh,"32,952",Petrol
2018 BMW X1 sDrive20d M Sport,Rs. 27 Lakh,"79,607",Diesel
2016 BMW X1 sDrive20d xLine,Rs. 19.5 Lakh,"67,642",Diesel
2022 Mahindra Thar LX Hard Top Diesel MT 4WD,Rs. 15.5 Lakh,"33,800",Diesel
2022 Mahindra Thar LX Hard Top Diesel MT 4WD,Rs. 15 Lakh,"35,600",Diesel
2021 Kia Seltos HTK Plus 1.5 [2019-2020],Rs. 8.95 Lakh,"61,000",Petrol
2016 Volkswagen Polo GT TSI,Rs. 7 Lakh,"39,216",Petrol
2022 Mahindra XUV700 AX 7 Diesel AT 7 STR [2023-2024],Rs. 22.99 Lakh,"62,058",Diesel
2024 Kia Sonet HTX 1.5 Diesel AT [2024-2025],Rs. 14 Lakh,"28,946",Diesel
2023 MG Astor Sharp 1.5 CVT Old Generation [2021-2023],Rs. 13 Lakh,"36,206",Petrol
2022 MG Astor Savvy 1.3 Turbo AT S Red [2021-2023],Rs. 13 Lakh,"28,238",Petrol
2022 MG Astor Sharp 1.5 CVT Old Generation [2021-2023],Rs. 13 Lakh,"19,616",Petrol
2019 Hyundai Creta SX 1.6 Petrol,Rs. 8.6 Lakh,"76,620",Petrol
2017 Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],Rs. 17.89 Lakh,"55,832",Diesel
2021 MG Hector Plus Select 2.0 Diesel Turbo MT 7-STR,Rs. 14 Lakh,"73,623",Diesel
2017 Hyundai Grand i10 Magna AT 1.2 Kappa VTVT,Rs. 4.5 Lakh,"84,845",Petrol
2021 Honda City ZX CVT Petrol [2017-2019],Rs. 11.95 Lakh,"31,449",Petrol
2020 Volkswagen Tiguan AllSpace 2.0 TSI,Rs. 18.95 Lakh,"67,216",Petrol
2016 Maruti Suzuki Baleno Zeta 1.2 AT,Rs. 5.5 Lakh,"65,369",Petrol
2022 Volkswagen Polo 1.0 GT TSI,Rs. 10.5 Lakh,"65,576",Petrol
2020 Toyota Innova Crysta 2.4 ZX AT 7 STR,Rs. 23.95 Lakh,"85,996",Diesel
2024 Mercedes-Benz GLA 200 [2021-2023],Rs. 41.26 Lakh,"5,500",Petrol
2021 Mercedes-Benz E-Class E 200,Rs. 40 Lakh,"56,600",Petrol
2018 Tata Tiago Revotron XZ,Rs. 4.01 Lakh,"41,699",Petrol
2016 Hyundai Creta 1.6 SX Plus Petrol,Rs. 7.45 Lakh,"69,532",Petrol
2024 Maruti Suzuki Swift ZXi Plus Dual Tone [2021-2023],Rs. 7.28 Lakh,"34,330",Petrol
2023 Maruti Suzuki Grand Vitara Alpha Smart Hybrid AT [2022-2023],Rs. 19 Lakh,"26,000",Petrol
2020 Tata Tiago Revotron XT [2016-2019],Rs. 4.13 Lakh,"58,434",Petrol
2019 Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],Rs. 53 Lakh,"13,000",Diesel
2018 BMW X5 xDrive 30d Expedition,Rs. 42 Lakh,"79,000",Diesel
2018 Toyota Fortuner 2.8 4x2 AT [2016-2020],Rs. 35 Lakh,"89,000",Diesel
2017 Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Rs. 19 Lakh,"1,33,000 ",Diesel
2017 Volvo XC90 D5 Momentum,Rs. 36 Lakh,"1,16,000 ",Diesel
2020 Hyundai Santro Sportz,Rs. 4 Lakh,"76,833",Petrol
2022 MG Astor Savvy 1.5 CVT Ivory [2023-2024],Rs. 13.5 Lakh,"16,891",Petrol
2024 Renault Kwid CLIMBER 1.0 AMT Opt [2020-2021],Rs. 5.3 Lakh,"15,382",Petrol
2021 MG Astor Savvy 1.3 Turbo AT S Red [2021-2023],Rs. 11.5 Lakh,"41,437",Petrol
2021 MG Hector Sharp 1.5 DCT Petrol [2019-2020],Rs. 13.5 Lakh,"45,905",Petrol
2022 Toyota Fortuner 4x2 2WD Diesel 2.8L Turbo Automatic,Rs. 39 Lakh,"47,000",Diesel
2022 Mercedes-Benz C-Class C220d Progressive,Rs. 46 Lakh,"32,000",Diesel
2021 MG Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,Rs. 27 Lakh,"73,285",Diesel
2022 Maruti Suzuki Ignis Zeta 1.2 AMT,Rs. 6.3 Lakh,"46,039",Petrol
2019 Ford Endeavour Titanium Plus 3.2 4x4 AT,Rs. 29.5 Lakh,"66,000",Diesel
2022 Toyota Innova Crysta ZX 2.4 AT 7 STR,Rs. 30 Lakh,"84,000",Diesel
2017 Mercedes-Benz E-Class E 220 d Avantgarde,Rs. 29.5 Lakh,"73,600",Diesel
2018 Maruti Suzuki Wagon R VXI AMT,Rs. 4 Lakh,"77,965",Petrol
2011 Toyota Fortuner 3.0 MT,Rs. 14 Lakh,"1,74,000 ",Diesel
2023 Tata Tiago XT [2020-2023],Rs. 5.34 Lakh,"24,509",Petrol
2021 MG Gloster Savvy 7 STR 2.0 Twin Turbo 4WD [2022-2023],Rs. 29.85 Lakh,"58,100",Diesel
2022 BMW X7 xDrive40i M Sport (Petrol),Rs. 95 Lakh,"51,000",Petrol
2019 Maruti Suzuki Wagon R ZXi 1.2 AMT,Rs. 4.95 Lakh,"61,000",Petrol
2019 MG Hector Smart 2.0 Diesel [2019-2020],Rs. 10.45 Lakh,"84,500",Diesel
2024 BMW 3 Series Gran Limousine 320Ld M Sport [2023],Rs. 54.35 Lakh,"18,100",Diesel
2015 Maruti Suzuki Swift ZXi,Rs. 3.85 Lakh,"62,100",Petrol
2020 Toyota Yaris G CVT [2018-2020],Rs. 7.55 Lakh,"82,200",Petrol
2018 Land Rover Range Rover Sport SDV6 HSE,Rs. 65.95 Lakh,"74,500",Diesel
2023 BMW X3 xDrive20d M Sport,Rs. 61 Lakh,"51,000",Diesel
2022 Citroen C5 Shine Dual Tone,Rs. 26 Lakh,"90,000",Diesel
2022 Tata Nexon EV XZ Plus Dark Edition,Rs. 13 Lakh,"35,000",Electric
2021 Citroen C5 Shine Dual Tone,Rs. 25 Lakh,"55,000",Diesel
2019 Mercedes-Benz GLS 350 d,Rs. 65 Lakh,"82,000",Diesel
2017 BMW 5-Series 520d M Sport,Rs. 33 Lakh,"76,000",Diesel
2018 Volvo XC40 Inscription,Rs. 24.5 Lakh,"76,000",Diesel
2024 MG Windsor EV Essence,Rs. 14.7 Lakh,"25,630",Electric
2019 Volvo XC90 D5 AWD,Rs. 41 Lakh,"1,43,790 ",Diesel
2017 BMW 5-Series 520d M Sport,Rs. 33 Lakh,"76,000",Diesel
2018 Volvo XC40 Inscription,Rs. 24.5 Lakh,"76,000",Diesel
2018 BMW X5 xDrive 30d Expedition,Rs. 42 Lakh,"79,000",Diesel
